A	B	jindex
SM-3MGPL	SM-3MG5R	0.5576641391
SM-3MGPL	SM-3MG5S	0.544146953041
SM-3MGPL	SM-3MG5T	0.557156431918
SM-3MGPL	SM-3MG5U	0.546628022539
SM-3MGPL	SM-3MG5V	0.553411070935
SM-3MGPL	SM-3MG5W	0.542582100076
SM-3MGPL	SM-3MG5Y	0.544653090746
SM-3MGPL	SM-3MG5Z	0.538396843466
SM-3MGPL	SM-3MGPN	0.528402973609
SM-3MGPL	SM-3MGPO	0.534909225087
SM-3MGPN	SM-3MG3L	0.526522505018
SM-3MGPN	SM-3MG3M	0.524660719449
SM-3MGPN	SM-3MG3N	0.529223930522
SM-3MGPN	SM-3MG3O	0.530442723561
SM-3MGPN	SM-3MG3P	0.523234763771
SM-3MGPN	SM-3MG3R	0.531817538563
SM-3MGPN	SM-3MG3U	0.52902170762
SM-3MGPN	SM-3MG3V	0.528589265803
SM-3MGPN	SM-3MG3Y	0.529864776652
SM-3MGPN	SM-3MG3Z	0.530946184365
SM-3MGPN	SM-3MG45	0.537389748485
SM-3MGPN	SM-3MG46	0.537303528621
SM-3MGPN	SM-3MG47	0.53191482237
SM-3MGPN	SM-3MG48	0.533424294452
SM-3MGPN	SM-3MG49	0.51371144645
SM-3MGPN	SM-3MG4A	0.524607765949
SM-3MGPN	SM-3MG4B	0.520079778548
SM-3MGPN	SM-3MG4C	0.478438616871
SM-3MGPN	SM-3MG4D	0.522678458291
SM-3MGPN	SM-3MG4E	0.52243110046
SM-3MGPN	SM-3MG4F	0.522433494934
SM-3MGPN	SM-3MG4G	0.526379871496
SM-3MGPN	SM-3MG4H	0.511518521204
SM-3MGPN	SM-3MG4J	0.519127310237
SM-3MGPN	SM-3MG4K	0.526229145293
SM-3MGPN	SM-3MG4L	0.528034093652
SM-3MGPN	SM-3MG4M	0.521728817944
SM-3MGPN	SM-3MG4N	0.524112867453
SM-3MGPN	SM-3MG4O	0.525662042815
SM-3MGPN	SM-3MG4P	0.521604247781
SM-3MGPN	SM-3MG4Q	0.518151250981
SM-3MGPN	SM-3MG4R	0.529744602831
SM-3MGPN	SM-3MG4S	0.526989535284
SM-3MGPN	SM-3MG4T	0.526192732987
SM-3MGPN	SM-3MG4U	0.524382822847
SM-3MGPN	SM-3MG4V	0.527019264377
SM-3MGPN	SM-3MG4W	0.522206623829
SM-3MGPN	SM-3MG4X	0.526105127417
SM-3MGPN	SM-3MG4Y	0.529293892399
SM-3MGPN	SM-3MG51	0.529350767385
SM-3MGPN	SM-3MG52	0.520870678859
SM-3MGPN	SM-3MG53	0.531147391463
SM-3MGPN	SM-3MG54	0.530689588386
SM-3MGPN	SM-3MG55	0.528567670456
SM-3MGPN	SM-3MG56	0.528084409298
SM-3MGPN	SM-3MG57	0.532759329415
SM-3MGPN	SM-3MG58	0.535328230208
SM-3MGPN	SM-3MG59	0.530289157763
SM-3MGPN	SM-3MG5A	0.530341503873
SM-3MGPN	SM-3MG5B	0.530679257768
SM-3MGPN	SM-3MG5C	0.529725272861
SM-3MGPN	SM-3MG5D	0.532358169146
SM-3MGPN	SM-3MG5E	0.519627059013
SM-3MGPN	SM-3MG5F	0.528994878228
SM-3MGPN	SM-3MG5G	0.533043821969
SM-3MGPN	SM-3MG5H	0.53091923265
SM-3MGPN	SM-3MG5J	0.527521335323
SM-3MGPN	SM-3MG5L	0.532445449393
SM-3MGPN	SM-3MG5M	0.527779301306
SM-3MGPN	SM-3MG5N	0.532279647001
SM-3MGPN	SM-3MG5O	0.529726485487
SM-3MGPN	SM-3MG5P	0.533542073223
SM-3MGPN	SM-3MG5Q	0.534094613391
SM-3MGPN	SM-3MG5R	0.535358561708
SM-3MGPN	SM-3MG5S	0.53021496793
SM-3MGPN	SM-3MG5T	0.533865922525
SM-3MGPN	SM-3MG5U	0.52542171879
SM-3MGPN	SM-3MG5V	0.534676040778
SM-3MGPN	SM-3MG5W	0.520852347027
SM-3MGPN	SM-3MG5Y	0.529162344936
SM-3MGPN	SM-3MG5Z	0.522093451916
SM-3MGPN	SM-3MGPO	0.512667956675
SM-3MGPO	SM-3MG3L	0.537648260028
SM-3MGPO	SM-3MG3M	0.533239085634
SM-3MGPO	SM-3MG3N	0.538657998209
SM-3MGPO	SM-3MG3O	0.540567643944
SM-3MGPO	SM-3MG3P	0.529189790096
SM-3MGPO	SM-3MG3R	0.535798338857
SM-3MGPO	SM-3MG3U	0.52932855232
SM-3MGPO	SM-3MG3V	0.533320724172
SM-3MGPO	SM-3MG3Y	0.524603043175
SM-3MGPO	SM-3MG3Z	0.534878099198
SM-3MGPO	SM-3MG45	0.535563082548
SM-3MGPO	SM-3MG46	0.53426495578
SM-3MGPO	SM-3MG47	0.534281734915
SM-3MGPO	SM-3MG48	0.535595115504
SM-3MGPO	SM-3MG49	0.514897248081
SM-3MGPO	SM-3MG4A	0.529337732453
SM-3MGPO	SM-3MG4B	0.529307233299
SM-3MGPO	SM-3MG4C	0.478951337647
SM-3MGPO	SM-3MG4D	0.530260168538
SM-3MGPO	SM-3MG4E	0.528348880052
SM-3MGPO	SM-3MG4F	0.532045526798
SM-3MGPO	SM-3MG4G	0.528307316744
SM-3MGPO	SM-3MG4H	0.518921362613
SM-3MGPO	SM-3MG4J	0.5307362623
SM-3MGPO	SM-3MG4K	0.53005193351
SM-3MGPO	SM-3MG4L	0.536377131559
SM-3MGPO	SM-3MG4M	0.533421609883
SM-3MGPO	SM-3MG4N	0.533961463955
SM-3MGPO	SM-3MG4O	0.533813752383
SM-3MGPO	SM-3MG4P	0.533752294404
SM-3MGPO	SM-3MG4Q	0.530049437485
SM-3MGPO	SM-3MG4R	0.541550459004
SM-3MGPO	SM-3MG4S	0.534863862173
SM-3MGPO	SM-3MG4T	0.537926139689
SM-3MGPO	SM-3MG4U	0.540745762845
SM-3MGPO	SM-3MG4V	0.534398773864
SM-3MGPO	SM-3MG4W	0.532655371752
SM-3MGPO	SM-3MG4X	0.531836899647
SM-3MGPO	SM-3MG4Y	0.535899196866
SM-3MGPO	SM-3MG51	0.53504113377
SM-3MGPO	SM-3MG52	0.52646263829
SM-3MGPO	SM-3MG53	0.538520872973
SM-3MGPO	SM-3MG54	0.538826981444
SM-3MGPO	SM-3MG55	0.537695114089
SM-3MGPO	SM-3MG56	0.536090524394
SM-3MGPO	SM-3MG57	0.537012465749
SM-3MGPO	SM-3MG58	0.538919186671
SM-3MGPO	SM-3MG59	0.539464243553
SM-3MGPO	SM-3MG5A	0.537128456018
SM-3MGPO	SM-3MG5B	0.539159960931
SM-3MGPO	SM-3MG5C	0.535234804649
SM-3MGPO	SM-3MG5D	0.541715353312
SM-3MGPO	SM-3MG5E	0.525199391253
SM-3MGPO	SM-3MG5F	0.536651243521
SM-3MGPO	SM-3MG5G	0.543033515337
SM-3MGPO	SM-3MG5H	0.538397454339
SM-3MGPO	SM-3MG5J	0.539086753153
SM-3MGPO	SM-3MG5L	0.540866798944
SM-3MGPO	SM-3MG5M	0.535952407179
SM-3MGPO	SM-3MG5N	0.536872548253
SM-3MGPO	SM-3MG5O	0.537206587337
SM-3MGPO	SM-3MG5P	0.53758537528
SM-3MGPO	SM-3MG5Q	0.543429777545
SM-3MGPO	SM-3MG5R	0.541742470086
SM-3MGPO	SM-3MG5S	0.53144948715
SM-3MGPO	SM-3MG5T	0.535759877197
SM-3MGPO	SM-3MG5U	0.528595289424
SM-3MGPO	SM-3MG5V	0.535255202633
SM-3MGPO	SM-3MG5W	0.524028889696
SM-3MGPO	SM-3MG5Y	0.53417675761
SM-3MGPO	SM-3MG5Z	0.5304360494
SM-3MGPP	SM-3MG3L	0.548097159155
SM-3MGPP	SM-3MG3M	0.550502917184
SM-3MGPP	SM-3MG3N	0.551242961876
SM-3MGPP	SM-3MG3O	0.551742467527
SM-3MGPP	SM-3MG3P	0.543571263727
SM-3MGPP	SM-3MG3R	0.549928899594
SM-3MGPP	SM-3MG3U	0.544928646046
SM-3MGPP	SM-3MG3V	0.543627462353
SM-3MGPP	SM-3MG3Y	0.539039800461
SM-3MGPP	SM-3MG3Z	0.550094133705
SM-3MGPP	SM-3MG45	0.551895734774
SM-3MGPP	SM-3MG46	0.553876237877
SM-3MGPP	SM-3MG47	0.552141084207
SM-3MGPP	SM-3MG48	0.555117758739
SM-3MGPP	SM-3MG49	0.528511832731
SM-3MGPP	SM-3MG4A	0.541961097619
SM-3MGPP	SM-3MG4B	0.539932998687
SM-3MGPP	SM-3MG4C	0.478669699924
SM-3MGPP	SM-3MG4D	0.545484197039
SM-3MGPP	SM-3MG4E	0.539170188025
SM-3MGPP	SM-3MG4F	0.542786031747
SM-3MGPP	SM-3MG4G	0.545255964044
SM-3MGPP	SM-3MG4H	0.524279619753
SM-3MGPP	SM-3MG4J	0.540675594002
SM-3MGPP	SM-3MG4K	0.541726477607
SM-3MGPP	SM-3MG4L	0.553248690158
SM-3MGPP	SM-3MG4M	0.546264479437
SM-3MGPP	SM-3MG4N	0.546436552273
SM-3MGPP	SM-3MG4O	0.546470622978
SM-3MGPP	SM-3MG4P	0.547015931757
SM-3MGPP	SM-3MG4Q	0.546242597025
SM-3MGPP	SM-3MG4R	0.552812684855
SM-3MGPP	SM-3MG4S	0.547571723017
SM-3MGPP	SM-3MG4T	0.544725999889
SM-3MGPP	SM-3MG4U	0.549485883548
SM-3MGPP	SM-3MG4V	0.569715044568
SM-3MGPP	SM-3MG4W	0.55379144927
SM-3MGPP	SM-3MG4X	0.545141248601
SM-3MGPP	SM-3MG4Y	0.549318216304
SM-3MGPP	SM-3MG51	0.54637504078
SM-3MGPP	SM-3MG52	0.547382867967
SM-3MGPP	SM-3MG53	0.554277023275
SM-3MGPP	SM-3MG54	0.551134196354
SM-3MGPP	SM-3MG55	0.55196969389
SM-3MGPP	SM-3MG56	0.550961736286
SM-3MGPP	SM-3MG57	0.554739132831
SM-3MGPP	SM-3MG58	0.553999391645
SM-3MGPP	SM-3MG59	0.552274199984
SM-3MGPP	SM-3MG5A	0.55428000986
SM-3MGPP	SM-3MG5B	0.553109190671
SM-3MGPP	SM-3MG5C	0.55114260257
SM-3MGPP	SM-3MG5D	0.555432546703
SM-3MGPP	SM-3MG5E	0.536610200579
SM-3MGPP	SM-3MG5F	0.548578370631
SM-3MGPP	SM-3MG5G	0.556740580746
SM-3MGPP	SM-3MG5H	0.551632770369
SM-3MGPP	SM-3MG5J	0.55140825113
SM-3MGPP	SM-3MG5L	0.557551574646
SM-3MGPP	SM-3MG5M	0.546949042165
SM-3MGPP	SM-3MG5N	0.55222047708
SM-3MGPP	SM-3MG5O	0.552346568602
SM-3MGPP	SM-3MG5P	0.553864885391
SM-3MGPP	SM-3MG5Q	0.555817388147
SM-3MGPP	SM-3MG5R	0.559530148321
SM-3MGPP	SM-3MG5S	0.544758089261
SM-3MGPP	SM-3MG5T	0.554414674198
SM-3MGPP	SM-3MG5U	0.541053012729
SM-3MGPP	SM-3MG5V	0.55122211278
SM-3MGPP	SM-3MG5W	0.540279378083
SM-3MGPP	SM-3MG5Y	0.546455412468
SM-3MGPP	SM-3MG5Z	0.535597682608
SM-3MGPP	SM-3MGPL	0.547575615486
SM-3MGPP	SM-3MGPN	0.522948145826
SM-3MGPP	SM-3MGPO	0.531810132385
SM-3MGPP	SM-3MGPQ	0.551557987954
SM-3MGPP	SM-3MGPR	0.548460838405
SM-3MGPP	SM-3MGPS	0.564643663056
SM-3MGPP	SM-3MGPU	0.551604129155
SM-3MGPP	SM-3MGPW	0.546053112253
SM-3MGPQ	SM-3MG3L	0.556691108682
SM-3MGPQ	SM-3MG3M	0.553445232443
SM-3MGPQ	SM-3MG3N	0.556104883772
SM-3MGPQ	SM-3MG3O	0.562620028266
SM-3MGPQ	SM-3MG3P	0.551203535344
SM-3MGPQ	SM-3MG3R	0.554664286289
SM-3MGPQ	SM-3MG3U	0.551135960122
SM-3MGPQ	SM-3MG3V	0.548871797926
SM-3MGPQ	SM-3MG3Y	0.539165680637
SM-3MGPQ	SM-3MG3Z	0.550153070817
SM-3MGPQ	SM-3MG45	0.552601716412
SM-3MGPQ	SM-3MG46	0.556984327573
SM-3MGPQ	SM-3MG47	0.557222772209
SM-3MGPQ	SM-3MG48	0.555182012181
SM-3MGPQ	SM-3MG49	0.533006771947
SM-3MGPQ	SM-3MG4A	0.545846462325
SM-3MGPQ	SM-3MG4B	0.544096449311
SM-3MGPQ	SM-3MG4C	0.481316685837
SM-3MGPQ	SM-3MG4D	0.550786131644
SM-3MGPQ	SM-3MG4E	0.545800878516
SM-3MGPQ	SM-3MG4F	0.551637460935
SM-3MGPQ	SM-3MG4G	0.549907585281
SM-3MGPQ	SM-3MG4H	0.529132223404
SM-3MGPQ	SM-3MG4J	0.548365328668
SM-3MGPQ	SM-3MG4K	0.552338314123
SM-3MGPQ	SM-3MG4L	0.55792033255
SM-3MGPQ	SM-3MG4M	0.552258719055
SM-3MGPQ	SM-3MG4N	0.556368190666
SM-3MGPQ	SM-3MG4O	0.555205249292
SM-3MGPQ	SM-3MG4P	0.555163403206
SM-3MGPQ	SM-3MG4Q	0.553088298202
SM-3MGPQ	SM-3MG4R	0.564427473477
SM-3MGPQ	SM-3MG4S	0.558065432147
SM-3MGPQ	SM-3MG4T	0.557790716284
SM-3MGPQ	SM-3MG4U	0.556463210449
SM-3MGPQ	SM-3MG4V	0.558880018465
SM-3MGPQ	SM-3MG4W	0.548573597934
SM-3MGPQ	SM-3MG4X	0.551537912925
SM-3MGPQ	SM-3MG4Y	0.554757426599
SM-3MGPQ	SM-3MG51	0.555140223369
SM-3MGPQ	SM-3MG52	0.552021654166
SM-3MGPQ	SM-3MG53	0.561845172549
SM-3MGPQ	SM-3MG54	0.699900291529
SM-3MGPQ	SM-3MG55	0.554409829364
SM-3MGPQ	SM-3MG56	0.553737446483
SM-3MGPQ	SM-3MG57	0.564563425571
SM-3MGPQ	SM-3MG58	0.574413953841
SM-3MGPQ	SM-3MG59	0.560329472698
SM-3MGPQ	SM-3MG5A	0.56384494915
SM-3MGPQ	SM-3MG5B	0.629345425707
SM-3MGPQ	SM-3MG5C	0.554619011642
SM-3MGPQ	SM-3MG5D	0.56478992442
SM-3MGPQ	SM-3MG5E	0.53726263514
SM-3MGPQ	SM-3MG5F	0.552166738245
SM-3MGPQ	SM-3MG5G	0.562738402092
SM-3MGPQ	SM-3MG5H	0.570105819111
SM-3MGPQ	SM-3MG5J	0.553657868956
SM-3MGPQ	SM-3MG5L	0.562959791181
SM-3MGPQ	SM-3MG5M	0.553114497812
SM-3MGPQ	SM-3MG5N	0.557905379734
SM-3MGPQ	SM-3MG5O	0.555901890866
SM-3MGPQ	SM-3MG5P	0.556892626412
SM-3MGPQ	SM-3MG5Q	0.558423926817
SM-3MGPQ	SM-3MG5R	0.562904442909
SM-3MGPQ	SM-3MG5S	0.547100568989
SM-3MGPQ	SM-3MG5T	0.556843999296
SM-3MGPQ	SM-3MG5U	0.544334731109
SM-3MGPQ	SM-3MG5V	0.555429501499
SM-3MGPQ	SM-3MG5W	0.544196948503
SM-3MGPQ	SM-3MG5Y	0.551644828651
SM-3MGPQ	SM-3MG5Z	0.546484513066
SM-3MGPQ	SM-3MGPL	0.555579251267
SM-3MGPQ	SM-3MGPN	0.526658398487
SM-3MGPQ	SM-3MGPO	0.537873119758
SM-3MGPQ	SM-3MGPR	0.554662828337
SM-3MGPQ	SM-3MGPS	0.559190737392
SM-3MGPQ	SM-3MGPU	0.559141812483
SM-3MGPQ	SM-3MGPW	0.55326920081
SM-3MGPR	SM-3MG3L	0.549330189797
SM-3MGPR	SM-3MG3M	0.547705860785
SM-3MGPR	SM-3MG3N	0.554109411563
SM-3MGPR	SM-3MG3O	0.554452800302
SM-3MGPR	SM-3MG3P	0.545220914462
SM-3MGPR	SM-3MG3R	0.553658606127
SM-3MGPR	SM-3MG3U	0.548685981157
SM-3MGPR	SM-3MG3V	0.548167246223
SM-3MGPR	SM-3MG3Y	0.533441800714
SM-3MGPR	SM-3MG3Z	0.550451464102
SM-3MGPR	SM-3MG45	0.552022417758
SM-3MGPR	SM-3MG46	0.556383442698
SM-3MGPR	SM-3MG47	0.55391157222
SM-3MGPR	SM-3MG48	0.556570545981
SM-3MGPR	SM-3MG49	0.52931902039
SM-3MGPR	SM-3MG4A	0.543904002523
SM-3MGPR	SM-3MG4B	0.545175058502
SM-3MGPR	SM-3MG4C	0.480493343715
SM-3MGPR	SM-3MG4D	0.548804192802
SM-3MGPR	SM-3MG4E	0.546340787866
SM-3MGPR	SM-3MG4F	0.547422424933
SM-3MGPR	SM-3MG4G	0.551315457279
SM-3MGPR	SM-3MG4H	0.534723132079
SM-3MGPR	SM-3MG4J	0.543139680811
SM-3MGPR	SM-3MG4K	0.546972638663
SM-3MGPR	SM-3MG4L	0.554619482213
SM-3MGPR	SM-3MG4M	0.54741320149
SM-3MGPR	SM-3MG4N	0.550524446151
SM-3MGPR	SM-3MG4O	0.548791206393
SM-3MGPR	SM-3MG4P	0.546859377691
SM-3MGPR	SM-3MG4Q	0.546350926742
SM-3MGPR	SM-3MG4R	0.560086376348
SM-3MGPR	SM-3MG4S	0.549934241668
SM-3MGPR	SM-3MG4T	0.553283883749
SM-3MGPR	SM-3MG4U	0.552010808654
SM-3MGPR	SM-3MG4V	0.5494630474
SM-3MGPR	SM-3MG4W	0.547231098057
SM-3MGPR	SM-3MG4X	0.550424565539
SM-3MGPR	SM-3MG4Y	0.552700613547
SM-3MGPR	SM-3MG51	0.552057448391
SM-3MGPR	SM-3MG52	0.548383624265
SM-3MGPR	SM-3MG53	0.557023251703
SM-3MGPR	SM-3MG54	0.557321527043
SM-3MGPR	SM-3MG55	0.554434865945
SM-3MGPR	SM-3MG56	0.556647270215
SM-3MGPR	SM-3MG57	0.555344991745
SM-3MGPR	SM-3MG58	0.557262390817
SM-3MGPR	SM-3MG59	0.556724073063
SM-3MGPR	SM-3MG5A	0.559493323567
SM-3MGPR	SM-3MG5B	0.561921779823
SM-3MGPR	SM-3MG5C	0.56550527483
SM-3MGPR	SM-3MG5D	0.57253251664
SM-3MGPR	SM-3MG5E	0.53790667112
SM-3MGPR	SM-3MG5F	0.553377293726
SM-3MGPR	SM-3MG5G	0.563684064504
SM-3MGPR	SM-3MG5H	0.558510522358
SM-3MGPR	SM-3MG5J	0.553229258233
SM-3MGPR	SM-3MG5L	0.559410158612
SM-3MGPR	SM-3MG5M	0.550953245321
SM-3MGPR	SM-3MG5N	0.553496165611
SM-3MGPR	SM-3MG5O	0.55496393483
SM-3MGPR	SM-3MG5P	0.553187683823
SM-3MGPR	SM-3MG5Q	0.559594206498
SM-3MGPR	SM-3MG5R	0.561002608434
SM-3MGPR	SM-3MG5S	0.547954700571
SM-3MGPR	SM-3MG5T	0.552698914479
SM-3MGPR	SM-3MG5U	0.542468382247
SM-3MGPR	SM-3MG5V	0.553515949621
SM-3MGPR	SM-3MG5W	0.537603829647
SM-3MGPR	SM-3MG5Y	0.549503705447
SM-3MGPR	SM-3MG5Z	0.546359184194
SM-3MGPR	SM-3MGPL	0.55072334858
SM-3MGPR	SM-3MGPN	0.525098986661
SM-3MGPR	SM-3MGPO	0.536662212898
SM-3MGPR	SM-3MGPS	0.551585369973
SM-3MGPR	SM-3MGPU	0.553682090484
SM-3MGPR	SM-3MGPW	0.551057283662
SM-3MGPS	SM-3MG3L	0.554318786619
SM-3MGPS	SM-3MG3M	0.556905570395
SM-3MGPS	SM-3MG3N	0.557537074342
SM-3MGPS	SM-3MG3O	0.556080797065
SM-3MGPS	SM-3MG3P	0.553645509893
SM-3MGPS	SM-3MG3R	0.554678194621
SM-3MGPS	SM-3MG3U	0.550123092476
SM-3MGPS	SM-3MG3V	0.550096723085
SM-3MGPS	SM-3MG3Y	0.54377109894
SM-3MGPS	SM-3MG3Z	0.553635850272
SM-3MGPS	SM-3MG45	0.558496420024
SM-3MGPS	SM-3MG46	0.562160690375
SM-3MGPS	SM-3MG47	0.557619751309
SM-3MGPS	SM-3MG48	0.562144592869
SM-3MGPS	SM-3MG49	0.534829174001
SM-3MGPS	SM-3MG4A	0.548664239522
SM-3MGPS	SM-3MG4B	0.544543685521
SM-3MGPS	SM-3MG4C	0.484778725058
SM-3MGPS	SM-3MG4D	0.552869794772
SM-3MGPS	SM-3MG4E	0.544514033809
SM-3MGPS	SM-3MG4F	0.552610299094
SM-3MGPS	SM-3MG4G	0.548857816093
SM-3MGPS	SM-3MG4H	0.533935715718
SM-3MGPS	SM-3MG4J	0.546089846468
SM-3MGPS	SM-3MG4K	0.549425410016
SM-3MGPS	SM-3MG4L	0.557716959611
SM-3MGPS	SM-3MG4M	0.545844311615
SM-3MGPS	SM-3MG4N	0.551099045494
SM-3MGPS	SM-3MG4O	0.549010987158
SM-3MGPS	SM-3MG4P	0.550521808877
SM-3MGPS	SM-3MG4Q	0.547960872814
SM-3MGPS	SM-3MG4R	0.56091507882
SM-3MGPS	SM-3MG4S	0.551568376725
SM-3MGPS	SM-3MG4T	0.5510366854
SM-3MGPS	SM-3MG4U	0.553871913621
SM-3MGPS	SM-3MG4V	0.5667453938
SM-3MGPS	SM-3MG4W	0.577288402111
SM-3MGPS	SM-3MG4X	0.556149579877
SM-3MGPS	SM-3MG4Y	0.553280460747
SM-3MGPS	SM-3MG51	0.553555932721
SM-3MGPS	SM-3MG52	0.549009158707
SM-3MGPS	SM-3MG53	0.563138561728
SM-3MGPS	SM-3MG54	0.563393181176
SM-3MGPS	SM-3MG55	0.559199790098
SM-3MGPS	SM-3MG56	0.56051745259
SM-3MGPS	SM-3MG57	0.560477564482
SM-3MGPS	SM-3MG58	0.56253384361
SM-3MGPS	SM-3MG59	0.555674995939
SM-3MGPS	SM-3MG5A	0.559918866795
SM-3MGPS	SM-3MG5B	0.56270382132
SM-3MGPS	SM-3MG5C	0.555409667844
SM-3MGPS	SM-3MG5D	0.560113009786
SM-3MGPS	SM-3MG5E	0.540962858795
SM-3MGPS	SM-3MG5F	0.550992777574
SM-3MGPS	SM-3MG5G	0.561197053266
SM-3MGPS	SM-3MG5H	0.561211084801
SM-3MGPS	SM-3MG5J	0.554209431821
SM-3MGPS	SM-3MG5L	0.563650690989
SM-3MGPS	SM-3MG5M	0.555511624779
SM-3MGPS	SM-3MG5N	0.557808245795
SM-3MGPS	SM-3MG5O	0.560937750603
SM-3MGPS	SM-3MG5P	0.55741396362
SM-3MGPS	SM-3MG5Q	0.559592589682
SM-3MGPS	SM-3MG5R	0.563692398549
SM-3MGPS	SM-3MG5S	0.554057583212
SM-3MGPS	SM-3MG5T	0.561308797936
SM-3MGPS	SM-3MG5U	0.552380929215
SM-3MGPS	SM-3MG5V	0.559769272837
SM-3MGPS	SM-3MG5W	0.546455265664
SM-3MGPS	SM-3MG5Y	0.553236201547
SM-3MGPS	SM-3MG5Z	0.545236091616
SM-3MGPS	SM-3MGPL	0.552933196125
SM-3MGPS	SM-3MGPN	0.529824647104
SM-3MGPS	SM-3MGPO	0.533696418076
SM-3MGPS	SM-3MGPU	0.558659188329
SM-3MGPS	SM-3MGPW	0.556703899364
SM-3MGPU	SM-3MG3L	0.554374535659
SM-3MGPU	SM-3MG3M	0.556767459465
SM-3MGPU	SM-3MG3N	0.556981217032
SM-3MGPU	SM-3MG3O	0.559395740877
SM-3MGPU	SM-3MG3P	0.5469688662
SM-3MGPU	SM-3MG3R	0.55436057992
SM-3MGPU	SM-3MG3U	0.551213535566
SM-3MGPU	SM-3MG3V	0.547891419307
SM-3MGPU	SM-3MG3Y	0.542314740257
SM-3MGPU	SM-3MG3Z	0.553222160832
SM-3MGPU	SM-3MG45	0.557345582836
SM-3MGPU	SM-3MG46	0.557227899414
SM-3MGPU	SM-3MG47	0.556698139149
SM-3MGPU	SM-3MG48	0.557357574467
SM-3MGPU	SM-3MG49	0.531181603114
SM-3MGPU	SM-3MG4A	0.548305801277
SM-3MGPU	SM-3MG4B	0.547045373008
SM-3MGPU	SM-3MG4C	0.478639041977
SM-3MGPU	SM-3MG4D	0.545880747932
SM-3MGPU	SM-3MG4E	0.546011739149
SM-3MGPU	SM-3MG4F	0.549828017444
SM-3MGPU	SM-3MG4G	0.548440410651
SM-3MGPU	SM-3MG4H	0.530529219601
SM-3MGPU	SM-3MG4J	0.545712694419
SM-3MGPU	SM-3MG4K	0.550848809644
SM-3MGPU	SM-3MG4L	0.55757773506
SM-3MGPU	SM-3MG4M	0.551117677048
SM-3MGPU	SM-3MG4N	0.55124704808
SM-3MGPU	SM-3MG4O	0.553590273575
SM-3MGPU	SM-3MG4P	0.556615265709
SM-3MGPU	SM-3MG4Q	0.556149680747
SM-3MGPU	SM-3MG4R	0.559348652399
SM-3MGPU	SM-3MG4S	0.553931502717
SM-3MGPU	SM-3MG4T	0.553240414375
SM-3MGPU	SM-3MG4U	0.556556812899
SM-3MGPU	SM-3MG4V	0.558113953969
SM-3MGPU	SM-3MG4W	0.550509467032
SM-3MGPU	SM-3MG4X	0.551156499405
SM-3MGPU	SM-3MG4Y	0.550884662667
SM-3MGPU	SM-3MG51	0.552267319748
SM-3MGPU	SM-3MG52	0.549786927391
SM-3MGPU	SM-3MG53	0.561191188366
SM-3MGPU	SM-3MG54	0.558519552025
SM-3MGPU	SM-3MG55	0.558807232974
SM-3MGPU	SM-3MG56	0.556799976567
SM-3MGPU	SM-3MG57	0.560440021053
SM-3MGPU	SM-3MG58	0.563373150285
SM-3MGPU	SM-3MG59	0.560564366702
SM-3MGPU	SM-3MG5A	0.560742973137
SM-3MGPU	SM-3MG5B	0.561275612485
SM-3MGPU	SM-3MG5C	0.560433530702
SM-3MGPU	SM-3MG5D	0.561903984734
SM-3MGPU	SM-3MG5E	0.541424480082
SM-3MGPU	SM-3MG5F	0.55511035455
SM-3MGPU	SM-3MG5G	0.562700280393
SM-3MGPU	SM-3MG5H	0.561406404919
SM-3MGPU	SM-3MG5J	0.557173219473
SM-3MGPU	SM-3MG5L	0.578848252789
SM-3MGPU	SM-3MG5M	0.554056077481
SM-3MGPU	SM-3MG5N	0.560337534763
SM-3MGPU	SM-3MG5O	0.554197692578
SM-3MGPU	SM-3MG5P	0.557100305871
SM-3MGPU	SM-3MG5Q	0.563411759074
SM-3MGPU	SM-3MG5R	0.566240094082
SM-3MGPU	SM-3MG5S	0.548889153485
SM-3MGPU	SM-3MG5T	0.558421558326
SM-3MGPU	SM-3MG5U	0.547721083197
SM-3MGPU	SM-3MG5V	0.554777625241
SM-3MGPU	SM-3MG5W	0.543596722232
SM-3MGPU	SM-3MG5Y	0.555403882924
SM-3MGPU	SM-3MG5Z	0.544869079391
SM-3MGPU	SM-3MGPL	0.552054870866
SM-3MGPU	SM-3MGPN	0.527754962702
SM-3MGPU	SM-3MGPO	0.539186130869
SM-3MGPU	SM-3MGPW	0.552153719736
SM-3MGPW	SM-3MG3L	0.551501365982
SM-3MGPW	SM-3MG3M	0.552712804449
SM-3MGPW	SM-3MG3N	0.555433686365
SM-3MGPW	SM-3MG3O	0.557688755733
SM-3MGPW	SM-3MG3P	0.548237598984
SM-3MGPW	SM-3MG3R	0.556314893278
SM-3MGPW	SM-3MG3U	0.54497886953
SM-3MGPW	SM-3MG3V	0.548092404474
SM-3MGPW	SM-3MG3Y	0.5369407084
SM-3MGPW	SM-3MG3Z	0.552497240686
SM-3MGPW	SM-3MG45	0.552181869238
SM-3MGPW	SM-3MG46	0.556568398481
SM-3MGPW	SM-3MG47	0.549036684805
SM-3MGPW	SM-3MG48	0.554538788965
SM-3MGPW	SM-3MG49	0.532717823598
SM-3MGPW	SM-3MG4A	0.551503088565
SM-3MGPW	SM-3MG4B	0.547245069707
SM-3MGPW	SM-3MG4C	0.484544956856
SM-3MGPW	SM-3MG4D	0.551878595261
SM-3MGPW	SM-3MG4E	0.544968314638
