A	B	jindex
SM-3MG66	SM-3MG4A	0.551537424386
SM-3MG66	SM-3MG4B	0.552274270114
SM-3MG66	SM-3MG4C	0.485559613589
SM-3MG66	SM-3MG4D	0.557402650903
SM-3MG66	SM-3MG4E	0.552955187052
SM-3MG66	SM-3MG4F	0.553838545617
SM-3MG66	SM-3MG4G	0.555410670568
SM-3MG66	SM-3MG4H	0.541185971306
SM-3MG66	SM-3MG4J	0.548228864893
SM-3MG66	SM-3MG4K	0.547807275599
SM-3MG66	SM-3MG4L	0.56083995086
SM-3MG66	SM-3MG4M	0.551759663452
SM-3MG66	SM-3MG4N	0.553102597856
SM-3MG66	SM-3MG4O	0.556245585607
SM-3MG66	SM-3MG4P	0.555930483394
SM-3MG66	SM-3MG4Q	0.552950725817
SM-3MG66	SM-3MG4R	0.56287155148
SM-3MG66	SM-3MG4S	0.556747847039
SM-3MG66	SM-3MG4T	0.559533894401
SM-3MG66	SM-3MG4U	0.555187346345
SM-3MG66	SM-3MG4V	0.555983409047
SM-3MG66	SM-3MG4W	0.55130467431
SM-3MG66	SM-3MG4X	0.556077585227
SM-3MG66	SM-3MG4Y	0.557208376049
SM-3MG66	SM-3MG51	0.556059759222
SM-3MG66	SM-3MG52	0.552562493425
SM-3MG66	SM-3MG53	0.562811274507
SM-3MG66	SM-3MG54	0.558039336002
SM-3MG66	SM-3MG55	0.561092403615
SM-3MG66	SM-3MG56	0.561563390599
SM-3MG66	SM-3MG57	0.565450261437
SM-3MG66	SM-3MG58	0.565003112386
SM-3MG66	SM-3MG59	0.563395313427
SM-3MG66	SM-3MG5A	0.566504869871
SM-3MG66	SM-3MG5B	0.563231515562
SM-3MG66	SM-3MG5C	0.557413497935
SM-3MG66	SM-3MG5D	0.565417027689
SM-3MG66	SM-3MG5E	0.542379370647
SM-3MG66	SM-3MG5F	0.557702840937
SM-3MG66	SM-3MG5G	0.564685153058
SM-3MG66	SM-3MG5H	0.564164207299
SM-3MG66	SM-3MG5J	0.562235960311
SM-3MG66	SM-3MG5L	0.563621027968
SM-3MG66	SM-3MG5M	0.557697837323
SM-3MG66	SM-3MG5N	0.557635258261
SM-3MG66	SM-3MG5O	0.562062223342
SM-3MG66	SM-3MG5P	0.557928427558
SM-3MG66	SM-3MG5Q	0.562710294829
SM-3MG66	SM-3MG5R	0.567545925182
SM-3MG66	SM-3MG5S	0.554655070601
SM-3MG66	SM-3MG5T	0.561728703522
SM-3MG66	SM-3MG5U	0.550331229363
SM-3MG66	SM-3MG5V	0.557388175422
SM-3MG66	SM-3MG5W	0.543994494735
SM-3MG66	SM-3MG5Y	0.5578913381
SM-3MG66	SM-3MG5Z	0.549547023343
SM-3MG66	SM-3MG64	0.741076028455
SM-3MG66	SM-3MG65	0.584813646707
SM-3MG66	SM-3MG67	0.514303100963
SM-3MG66	SM-3MG6A	0.559080795213
SM-3MG66	SM-3MG6B	0.557324565954
SM-3MG66	SM-3MGPL	0.551322740095
SM-3MG66	SM-3MGPN	0.529605045706
SM-3MG66	SM-3MGPO	0.540050254725
SM-3MG66	SM-3MGPP	0.550171596363
SM-3MG66	SM-3MGPQ	0.555710980486
SM-3MG66	SM-3MGPR	0.555683146126
SM-3MG66	SM-3MGPS	0.558485729888
SM-3MG66	SM-3MGPU	0.556534291701
SM-3MG66	SM-3MGPW	0.56008806133
SM-3MG66	SM-3MGPX	0.555877610593
SM-3MG66	SM-3MGPY	0.542302458832
SM-3MG66	SM-3MGPZ	0.560207957691
SM-3MG67	SM-3MG3L	0.505422773024
SM-3MG67	SM-3MG3M	0.50339956923
SM-3MG67	SM-3MG3N	0.509173394429
SM-3MG67	SM-3MG3O	0.505661180307
SM-3MG67	SM-3MG3P	0.503132853595
SM-3MG67	SM-3MG3R	0.509497459203
SM-3MG67	SM-3MG3U	0.501066561611
SM-3MG67	SM-3MG3V	0.504131108308
SM-3MG67	SM-3MG3Y	0.500499613684
SM-3MG67	SM-3MG3Z	0.504025174213
SM-3MG67	SM-3MG45	0.50481126915
SM-3MG67	SM-3MG46	0.508276031246
SM-3MG67	SM-3MG47	0.50752634955
SM-3MG67	SM-3MG48	0.508934498655
SM-3MG67	SM-3MG49	0.499804636028
SM-3MG67	SM-3MG4A	0.508301662043
SM-3MG67	SM-3MG4B	0.508857132842
SM-3MG67	SM-3MG4C	0.482200184678
SM-3MG67	SM-3MG4D	0.510064698455
SM-3MG67	SM-3MG4E	0.504063697049
SM-3MG67	SM-3MG4F	0.506145173415
SM-3MG67	SM-3MG4G	0.510604212998
SM-3MG67	SM-3MG4H	0.506365394014
SM-3MG67	SM-3MG4J	0.509684597981
SM-3MG67	SM-3MG4K	0.506492378855
SM-3MG67	SM-3MG4L	0.506865526944
SM-3MG67	SM-3MG4M	0.50211398767
SM-3MG67	SM-3MG4N	0.50565713109
SM-3MG67	SM-3MG4O	0.504243684395
SM-3MG67	SM-3MG4P	0.50239898168
SM-3MG67	SM-3MG4Q	0.500524073231
SM-3MG67	SM-3MG4R	0.511963956213
SM-3MG67	SM-3MG4S	0.501508604316
SM-3MG67	SM-3MG4T	0.50302464981
SM-3MG67	SM-3MG4U	0.503826659378
SM-3MG67	SM-3MG4V	0.500354693614
SM-3MG67	SM-3MG4W	0.502919496511
SM-3MG67	SM-3MG4X	0.506514375325
SM-3MG67	SM-3MG4Y	0.505134017621
SM-3MG67	SM-3MG51	0.504884608159
SM-3MG67	SM-3MG52	0.508757798507
SM-3MG67	SM-3MG53	0.50985031779
SM-3MG67	SM-3MG54	0.51074138756
SM-3MG67	SM-3MG55	0.507076071219
SM-3MG67	SM-3MG56	0.510451113357
SM-3MG67	SM-3MG57	0.509147004584
SM-3MG67	SM-3MG58	0.511858147275
SM-3MG67	SM-3MG59	0.510798305076
SM-3MG67	SM-3MG5A	0.511276044292
SM-3MG67	SM-3MG5B	0.509368921899
SM-3MG67	SM-3MG5C	0.505950563193
SM-3MG67	SM-3MG5D	0.512898014245
SM-3MG67	SM-3MG5E	0.504848770843
SM-3MG67	SM-3MG5F	0.511416373092
SM-3MG67	SM-3MG5G	0.512587155589
SM-3MG67	SM-3MG5H	0.510360503629
SM-3MG67	SM-3MG5J	0.505547130749
SM-3MG67	SM-3MG5L	0.507638413617
SM-3MG67	SM-3MG5M	0.508025416377
SM-3MG67	SM-3MG5N	0.506296588524
SM-3MG67	SM-3MG5O	0.503727988633
SM-3MG67	SM-3MG5P	0.508936990939
SM-3MG67	SM-3MG5Q	0.51009242608
SM-3MG67	SM-3MG5R	0.513941513492
SM-3MG67	SM-3MG5S	0.512236128207
SM-3MG67	SM-3MG5T	0.509949618811
SM-3MG67	SM-3MG5U	0.507819894275
SM-3MG67	SM-3MG5V	0.511626103852
SM-3MG67	SM-3MG5W	0.5034170247
SM-3MG67	SM-3MG5Y	0.508400724156
SM-3MG67	SM-3MG5Z	0.50526326398
SM-3MG67	SM-3MG64	0.511261016287
SM-3MG67	SM-3MG65	0.513435202799
SM-3MG67	SM-3MG6A	0.503556504813
SM-3MG67	SM-3MG6B	0.502621272949
SM-3MG67	SM-3MGPL	0.501983248128
SM-3MG67	SM-3MGPN	0.497784045262
SM-3MG67	SM-3MGPO	0.498490516703
SM-3MG67	SM-3MGPP	0.50123249065
SM-3MG67	SM-3MGPQ	0.505387123659
SM-3MG67	SM-3MGPR	0.506691451114
SM-3MG67	SM-3MGPS	0.506359176028
SM-3MG67	SM-3MGPU	0.504463029505
SM-3MG67	SM-3MGPW	0.506935571784
SM-3MG67	SM-3MGPX	0.511589003491
SM-3MG67	SM-3MGPY	0.500019005241
SM-3MG67	SM-3MGPZ	0.508881896088
SM-3MG68	SM-3MG3L	0.528444891169
SM-3MG68	SM-3MG3M	0.529996408875
SM-3MG68	SM-3MG3N	0.537136323025
SM-3MG68	SM-3MG3O	0.538080556357
SM-3MG68	SM-3MG3P	0.52809291893
SM-3MG68	SM-3MG3R	0.530533979609
SM-3MG68	SM-3MG3U	0.528316555844
SM-3MG68	SM-3MG3V	0.528223302621
SM-3MG68	SM-3MG3Y	0.520276104233
SM-3MG68	SM-3MG3Z	0.528260125393
SM-3MG68	SM-3MG45	0.531341069989
SM-3MG68	SM-3MG46	0.535399719167
SM-3MG68	SM-3MG47	0.531929454234
SM-3MG68	SM-3MG48	0.533900675352
SM-3MG68	SM-3MG49	0.514449190177
SM-3MG68	SM-3MG4A	0.525607934098
SM-3MG68	SM-3MG4B	0.523545176898
SM-3MG68	SM-3MG4C	0.478392414249
SM-3MG68	SM-3MG4D	0.525771352309
SM-3MG68	SM-3MG4E	0.524884456986
SM-3MG68	SM-3MG4F	0.530403864717
SM-3MG68	SM-3MG4G	0.52877756356
SM-3MG68	SM-3MG4H	0.513133643223
SM-3MG68	SM-3MG4J	0.528194840634
SM-3MG68	SM-3MG4K	0.528617235268
SM-3MG68	SM-3MG4L	0.535423033664
SM-3MG68	SM-3MG4M	0.532635088592
SM-3MG68	SM-3MG4N	0.53591461732
SM-3MG68	SM-3MG4O	0.534934558308
SM-3MG68	SM-3MG4P	0.532592053765
SM-3MG68	SM-3MG4Q	0.532064339223
SM-3MG68	SM-3MG4R	0.536481447998
SM-3MG68	SM-3MG4S	0.536872568175
SM-3MG68	SM-3MG4T	0.534708823208
SM-3MG68	SM-3MG4U	0.532096925053
SM-3MG68	SM-3MG4V	0.532896691223
SM-3MG68	SM-3MG4W	0.527576460083
SM-3MG68	SM-3MG4X	0.531502377558
SM-3MG68	SM-3MG4Y	0.535133371608
SM-3MG68	SM-3MG51	0.529049253215
SM-3MG68	SM-3MG52	0.526769307831
SM-3MG68	SM-3MG53	0.534544488891
SM-3MG68	SM-3MG54	0.533494976155
SM-3MG68	SM-3MG55	0.53241900609
SM-3MG68	SM-3MG56	0.530079619366
SM-3MG68	SM-3MG57	0.534380287591
SM-3MG68	SM-3MG58	0.537227149412
SM-3MG68	SM-3MG59	0.534169065841
SM-3MG68	SM-3MG5A	0.536062412134
SM-3MG68	SM-3MG5B	0.54003620155
SM-3MG68	SM-3MG5C	0.532445122392
SM-3MG68	SM-3MG5D	0.536467347517
SM-3MG68	SM-3MG5E	0.521751265324
SM-3MG68	SM-3MG5F	0.535907286402
SM-3MG68	SM-3MG5G	0.535756772981
SM-3MG68	SM-3MG5H	0.537003134857
SM-3MG68	SM-3MG5J	0.532499160985
SM-3MG68	SM-3MG5L	0.536052476075
SM-3MG68	SM-3MG5M	0.532040566986
SM-3MG68	SM-3MG5N	0.53276308426
SM-3MG68	SM-3MG5O	0.529829393694
SM-3MG68	SM-3MG5P	0.534007868631
SM-3MG68	SM-3MG5Q	0.539960741618
SM-3MG68	SM-3MG5R	0.537249102286
SM-3MG68	SM-3MG5S	0.527562525345
SM-3MG68	SM-3MG5T	0.533159594663
SM-3MG68	SM-3MG5U	0.523415692526
SM-3MG68	SM-3MG5V	0.532965505013
SM-3MG68	SM-3MG5W	0.518464972994
SM-3MG68	SM-3MG5Y	0.526942536817
SM-3MG68	SM-3MG5Z	0.522473234254
SM-3MG68	SM-3MG61	0.528522375825
SM-3MG68	SM-3MG62	0.530747530605
SM-3MG68	SM-3MG63	0.517254212368
SM-3MG68	SM-3MG64	0.529599610734
SM-3MG68	SM-3MG65	0.533749742537
SM-3MG68	SM-3MG66	0.534950547315
SM-3MG68	SM-3MG67	0.496386192129
SM-3MG68	SM-3MG69	0.519058114272
SM-3MG68	SM-3MG6A	0.536077771272
SM-3MG68	SM-3MG6B	0.534239513649
SM-3MG68	SM-3MGPL	0.529522230105
SM-3MG68	SM-3MGPN	0.512440931266
SM-3MG68	SM-3MGPO	0.520633925128
SM-3MG68	SM-3MGPP	0.527105696549
SM-3MG68	SM-3MGPQ	0.533782513843
SM-3MG68	SM-3MGPR	0.535627237647
SM-3MG68	SM-3MGPS	0.531954992968
SM-3MG68	SM-3MGPU	0.534329488779
SM-3MG68	SM-3MGPW	0.529225375737
SM-3MG68	SM-3MGPX	0.531661960651
SM-3MG68	SM-3MGPY	0.521382895208
SM-3MG68	SM-3MGPZ	0.52846271061
SM-3MG69	SM-3MG3L	0.527690488829
SM-3MG69	SM-3MG3M	0.530972648291
SM-3MG69	SM-3MG3N	0.529121532061
SM-3MG69	SM-3MG3O	0.531086986625
SM-3MG69	SM-3MG3P	0.52191202092
SM-3MG69	SM-3MG3R	0.526836582633
SM-3MG69	SM-3MG3U	0.525340182335
SM-3MG69	SM-3MG3V	0.525140630274
SM-3MG69	SM-3MG3Y	0.522375367901
SM-3MG69	SM-3MG3Z	0.526441511601
SM-3MG69	SM-3MG45	0.531123195056
SM-3MG69	SM-3MG46	0.532277589423
SM-3MG69	SM-3MG47	0.529411680168
SM-3MG69	SM-3MG48	0.525767483335
SM-3MG69	SM-3MG49	0.515791178079
SM-3MG69	SM-3MG4A	0.522995011537
SM-3MG69	SM-3MG4B	0.522877248661
SM-3MG69	SM-3MG4C	0.479406677051
SM-3MG69	SM-3MG4D	0.523142499496
SM-3MG69	SM-3MG4E	0.520826440071
SM-3MG69	SM-3MG4F	0.52429223076
SM-3MG69	SM-3MG4G	0.523190564947
SM-3MG69	SM-3MG4H	0.514893660621
SM-3MG69	SM-3MG4J	0.521782701253
SM-3MG69	SM-3MG4K	0.525497296499
SM-3MG69	SM-3MG4L	0.529302827154
SM-3MG69	SM-3MG4M	0.526476031095
SM-3MG69	SM-3MG4N	0.525368064786
SM-3MG69	SM-3MG4O	0.527760153807
SM-3MG69	SM-3MG4P	0.525021339094
SM-3MG69	SM-3MG4Q	0.523005814176
SM-3MG69	SM-3MG4R	0.533623831425
SM-3MG69	SM-3MG4S	0.526922849492
SM-3MG69	SM-3MG4T	0.531225859376
SM-3MG69	SM-3MG4U	0.528530549604
SM-3MG69	SM-3MG4V	0.523834926057
SM-3MG69	SM-3MG4W	0.525001917866
SM-3MG69	SM-3MG4X	0.532196418137
SM-3MG69	SM-3MG4Y	0.528408004997
SM-3MG69	SM-3MG51	0.528901997786
SM-3MG69	SM-3MG52	0.528381801755
SM-3MG69	SM-3MG53	0.53396248507
SM-3MG69	SM-3MG54	0.534753857106
SM-3MG69	SM-3MG55	0.530231911543
SM-3MG69	SM-3MG56	0.534913002955
SM-3MG69	SM-3MG57	0.536412709879
SM-3MG69	SM-3MG58	0.534119148821
SM-3MG69	SM-3MG59	0.529037475045
SM-3MG69	SM-3MG5A	0.534907489599
SM-3MG69	SM-3MG5B	0.536191064246
SM-3MG69	SM-3MG5C	0.531772895483
SM-3MG69	SM-3MG5D	0.532739338063
SM-3MG69	SM-3MG5E	0.520529927403
SM-3MG69	SM-3MG5F	0.531671256566
SM-3MG69	SM-3MG5G	0.533659388763
SM-3MG69	SM-3MG5H	0.532412278816
SM-3MG69	SM-3MG5J	0.530501933455
SM-3MG69	SM-3MG5L	0.531853131824
SM-3MG69	SM-3MG5M	0.528431030027
SM-3MG69	SM-3MG5N	0.530688058268
SM-3MG69	SM-3MG5O	0.529596221446
SM-3MG69	SM-3MG5P	0.532467886976
SM-3MG69	SM-3MG5Q	0.534934570025
SM-3MG69	SM-3MG5R	0.533379422307
SM-3MG69	SM-3MG5S	0.5241399548
SM-3MG69	SM-3MG5T	0.532441897211
SM-3MG69	SM-3MG5U	0.523655094549
SM-3MG69	SM-3MG5V	0.530709439898
SM-3MG69	SM-3MG5W	0.523808997463
SM-3MG69	SM-3MG5Y	0.531742736662
SM-3MG69	SM-3MG5Z	0.519202948705
SM-3MG69	SM-3MG61	0.528716079616
SM-3MG69	SM-3MG62	0.532490347343
SM-3MG69	SM-3MG63	0.518517840788
SM-3MG69	SM-3MG64	0.53060830483
SM-3MG69	SM-3MG65	0.53180773726
SM-3MG69	SM-3MG66	0.534314121891
SM-3MG69	SM-3MG67	0.496133015893
SM-3MG69	SM-3MG6A	0.525490156229
SM-3MG69	SM-3MG6B	0.52481067871
SM-3MG69	SM-3MGPL	0.527321043534
SM-3MG69	SM-3MGPN	0.51172262773
SM-3MG69	SM-3MGPO	0.514412933879
SM-3MG69	SM-3MGPP	0.526248546191
SM-3MG69	SM-3MGPQ	0.530299490624
SM-3MG69	SM-3MGPR	0.526348617045
SM-3MG69	SM-3MGPS	0.527886133829
SM-3MG69	SM-3MGPU	0.526650413847
SM-3MG69	SM-3MGPW	0.528248980293
SM-3MG69	SM-3MGPX	0.529803231788
SM-3MG69	SM-3MGPY	0.519694070599
SM-3MG69	SM-3MGPZ	0.530841158896
SM-3MG6A	SM-3MG3L	0.550856359542
SM-3MG6A	SM-3MG3M	0.554376837387
SM-3MG6A	SM-3MG3N	0.554923928116
SM-3MG6A	SM-3MG3O	0.558862800401
SM-3MG6A	SM-3MG3P	0.545133049573
SM-3MG6A	SM-3MG3R	0.549859666379
SM-3MG6A	SM-3MG3U	0.546846328527
SM-3MG6A	SM-3MG3V	0.542936544996
SM-3MG6A	SM-3MG3Y	0.535697046972
SM-3MG6A	SM-3MG3Z	0.546360208657
SM-3MG6A	SM-3MG45	0.547082456046
SM-3MG6A	SM-3MG46	0.551960357343
SM-3MG6A	SM-3MG47	0.547838694975
SM-3MG6A	SM-3MG48	0.552804637942
SM-3MG6A	SM-3MG49	0.525907102369
SM-3MG6A	SM-3MG4A	0.544035169075
SM-3MG6A	SM-3MG4B	0.544055914888
SM-3MG6A	SM-3MG4C	0.480510577182
SM-3MG6A	SM-3MG4D	0.54864560236
SM-3MG6A	SM-3MG4E	0.543796454001
SM-3MG6A	SM-3MG4F	0.549279742294
SM-3MG6A	SM-3MG4G	0.552014316303
SM-3MG6A	SM-3MG4H	0.530557058
SM-3MG6A	SM-3MG4J	0.546148285384
SM-3MG6A	SM-3MG4K	0.546965917087
SM-3MG6A	SM-3MG4L	0.554282505717
SM-3MG6A	SM-3MG4M	0.553496152424
SM-3MG6A	SM-3MG4N	0.554999531417
SM-3MG6A	SM-3MG4O	0.551079317175
SM-3MG6A	SM-3MG4P	0.555399703851
SM-3MG6A	SM-3MG4Q	0.557368421456
SM-3MG6A	SM-3MG4R	0.563292581809
SM-3MG6A	SM-3MG4S	0.556662536712
SM-3MG6A	SM-3MG4T	0.556732048659
SM-3MG6A	SM-3MG4U	0.559014559816
SM-3MG6A	SM-3MG4V	0.554856236467
SM-3MG6A	SM-3MG4W	0.542969069003
SM-3MG6A	SM-3MG4X	0.547890438441
SM-3MG6A	SM-3MG4Y	0.550232480675
SM-3MG6A	SM-3MG51	0.551600868114
SM-3MG6A	SM-3MG52	0.549632714164
SM-3MG6A	SM-3MG53	0.55531370558
SM-3MG6A	SM-3MG54	0.554025009916
SM-3MG6A	SM-3MG55	0.552391354061
SM-3MG6A	SM-3MG56	0.552148275293
SM-3MG6A	SM-3MG57	0.55712982639
SM-3MG6A	SM-3MG58	0.559816176562
SM-3MG6A	SM-3MG59	0.554123302816
SM-3MG6A	SM-3MG5A	0.55860234742
SM-3MG6A	SM-3MG5B	0.555108621275
SM-3MG6A	SM-3MG5C	0.550822971041
SM-3MG6A	SM-3MG5D	0.557039463469
SM-3MG6A	SM-3MG5E	0.535229615467
SM-3MG6A	SM-3MG5F	0.55114094803
SM-3MG6A	SM-3MG5G	0.561255198923
SM-3MG6A	SM-3MG5H	0.560629604477
SM-3MG6A	SM-3MG5J	0.552228237756
SM-3MG6A	SM-3MG5L	0.556704068564
SM-3MG6A	SM-3MG5M	0.552846688505
SM-3MG6A	SM-3MG5N	0.553178816296
SM-3MG6A	SM-3MG5O	0.552894839106
SM-3MG6A	SM-3MG5P	0.552499412451
SM-3MG6A	SM-3MG5Q	0.556644318505
SM-3MG6A	SM-3MG5R	0.558325117673
SM-3MG6A	SM-3MG5S	0.540965861276
SM-3MG6A	SM-3MG5T	0.549537025649
SM-3MG6A	SM-3MG5U	0.538146134967
SM-3MG6A	SM-3MG5V	0.548818604587
SM-3MG6A	SM-3MG5W	0.534553430139
SM-3MG6A	SM-3MG5Y	0.553215269743
SM-3MG6A	SM-3MG5Z	0.540981691205
SM-3MG6A	SM-3MGPL	0.547680138661
SM-3MG6A	SM-3MGPN	0.520888084766
SM-3MG6A	SM-3MGPO	0.53622001095
SM-3MG6A	SM-3MGPP	0.548099241152
SM-3MG6A	SM-3MGPQ	0.559136288679
SM-3MG6A	SM-3MGPR	0.553526228929
SM-3MG6A	SM-3MGPS	0.549150469935
SM-3MG6A	SM-3MGPU	0.554886134194
SM-3MG6A	SM-3MGPW	0.553770958769
SM-3MG6A	SM-3MGPX	0.550529476335
SM-3MG6A	SM-3MGPY	0.53831548398
SM-3MG6A	SM-3MGPZ	0.550935708474
SM-3MG6B	SM-3MG3L	0.550633221915
SM-3MG6B	SM-3MG3M	0.553461132895
SM-3MG6B	SM-3MG3N	0.552613533889
SM-3MG6B	SM-3MG3O	0.554612195056
SM-3MG6B	SM-3MG3P	0.546861995832
SM-3MG6B	SM-3MG3R	0.549730067266
SM-3MG6B	SM-3MG3U	0.549110569253
SM-3MG6B	SM-3MG3V	0.546037508795
SM-3MG6B	SM-3MG3Y	0.539276219984
SM-3MG6B	SM-3MG3Z	0.553383063587
SM-3MG6B	SM-3MG45	0.552513138405
SM-3MG6B	SM-3MG46	0.557652173392
SM-3MG6B	SM-3MG47	0.550734662783
SM-3MG6B	SM-3MG48	0.555699477367
SM-3MG6B	SM-3MG49	0.528634249905
SM-3MG6B	SM-3MG4A	0.545319859866
SM-3MG6B	SM-3MG4B	0.543899323597
SM-3MG6B	SM-3MG4C	0.478715227758
SM-3MG6B	SM-3MG4D	0.54816639875
SM-3MG6B	SM-3MG4E	0.544557696638
SM-3MG6B	SM-3MG4F	0.546975605836
SM-3MG6B	SM-3MG4G	0.548006907841
SM-3MG6B	SM-3MG4H	0.529647315204
SM-3MG6B	SM-3MG4J	0.543454932822
SM-3MG6B	SM-3MG4K	0.548084858911
SM-3MG6B	SM-3MG4L	0.554078188479
SM-3MG6B	SM-3MG4M	0.54669128861
SM-3MG6B	SM-3MG4N	0.553507967956
SM-3MG6B	SM-3MG4O	0.552406321345
SM-3MG6B	SM-3MG4P	0.554018931494
SM-3MG6B	SM-3MG4Q	0.551271443207
SM-3MG6B	SM-3MG4R	0.563489373404
SM-3MG6B	SM-3MG4S	0.555444552921
SM-3MG6B	SM-3MG4T	0.552895304163
SM-3MG6B	SM-3MG4U	0.554248497753
SM-3MG6B	SM-3MG4V	0.554522071446
SM-3MG6B	SM-3MG4W	0.546722801217
SM-3MG6B	SM-3MG4X	0.54859528455
SM-3MG6B	SM-3MG4Y	0.551088931306
SM-3MG6B	SM-3MG51	0.553651060972
SM-3MG6B	SM-3MG52	0.543315130284
SM-3MG6B	SM-3MG53	0.558133928954
SM-3MG6B	SM-3MG54	0.555305706796
SM-3MG6B	SM-3MG55	0.555663014103
SM-3MG6B	SM-3MG56	0.555778717302
SM-3MG6B	SM-3MG57	0.556463530123
SM-3MG6B	SM-3MG58	0.561285220876
SM-3MG6B	SM-3MG59	0.561516213615
SM-3MG6B	SM-3MG5A	0.55910820861
SM-3MG6B	SM-3MG5B	0.560187409629
SM-3MG6B	SM-3MG5C	0.554588556732
SM-3MG6B	SM-3MG5D	0.565654223626
SM-3MG6B	SM-3MG5E	0.536704986808
SM-3MG6B	SM-3MG5F	0.553503129464
SM-3MG6B	SM-3MG5G	0.561430459621
SM-3MG6B	SM-3MG5H	0.556404394023
SM-3MG6B	SM-3MG5J	0.555140458736
SM-3MG6B	SM-3MG5L	0.559105151719
SM-3MG6B	SM-3MG5M	0.553502108587
SM-3MG6B	SM-3MG5N	0.553197550845
SM-3MG6B	SM-3MG5O	0.554377983202
SM-3MG6B	SM-3MG5P	0.551826577492
SM-3MG6B	SM-3MG5Q	0.558921846287
SM-3MG6B	SM-3MG5R	0.560759794266
SM-3MG6B	SM-3MG5S	0.547321910145
SM-3MG6B	SM-3MG5T	0.552251157534
SM-3MG6B	SM-3MG5U	0.542166251415
SM-3MG6B	SM-3MG5V	0.55275542589
SM-3MG6B	SM-3MG5W	0.538203884371
SM-3MG6B	SM-3MG5Y	0.55001693123
SM-3MG6B	SM-3MG5Z	0.540757377495
SM-3MG6B	SM-3MG6A	0.553874646573
SM-3MG6B	SM-3MGPL	0.549583206377
SM-3MG6B	SM-3MGPN	0.524783985943
SM-3MG6B	SM-3MGPO	0.537750407295
SM-3MG6B	SM-3MGPP	0.548443640695
SM-3MG6B	SM-3MGPQ	0.555549450896
SM-3MG6B	SM-3MGPR	0.556437784997
SM-3MG6B	SM-3MGPS	0.553172969019
SM-3MG6B	SM-3MGPU	0.556682485892
SM-3MG6B	SM-3MGPW	0.548154934074
SM-3MG6B	SM-3MGPX	0.548204066669
SM-3MG6B	SM-3MGPY	0.535242627036
SM-3MG6B	SM-3MGPZ	0.552247043436
SM-3MGPL	SM-3MG3L	0.548223519958
SM-3MGPL	SM-3MG3M	0.548755470188
SM-3MGPL	SM-3MG3N	0.548639103975
SM-3MGPL	SM-3MG3O	0.553300854904
SM-3MGPL	SM-3MG3P	0.549365630204
SM-3MGPL	SM-3MG3R	0.559233912216
SM-3MGPL	SM-3MG3U	0.558280785367
SM-3MGPL	SM-3MG3V	0.555351897328
SM-3MGPL	SM-3MG3Y	0.547448078207
SM-3MGPL	SM-3MG3Z	0.558680851872
SM-3MGPL	SM-3MG45	0.556479854775
SM-3MGPL	SM-3MG46	0.556530962794
SM-3MGPL	SM-3MG47	0.553083192808
SM-3MGPL	SM-3MG48	0.556807154297
SM-3MGPL	SM-3MG49	0.527879763822
SM-3MGPL	SM-3MG4A	0.542997652505
SM-3MGPL	SM-3MG4B	0.540620003019
SM-3MGPL	SM-3MG4C	0.480481315094
SM-3MGPL	SM-3MG4D	0.542798587448
SM-3MGPL	SM-3MG4E	0.542066663439
SM-3MGPL	SM-3MG4F	0.54551393821
SM-3MGPL	SM-3MG4G	0.544503870882
SM-3MGPL	SM-3MG4H	0.529426783843
SM-3MGPL	SM-3MG4J	0.54121108238
SM-3MGPL	SM-3MG4K	0.545276361921
SM-3MGPL	SM-3MG4L	0.552292461096
SM-3MGPL	SM-3MG4M	0.54746726222
SM-3MGPL	SM-3MG4N	0.546413529485
SM-3MGPL	SM-3MG4O	0.551282159638
SM-3MGPL	SM-3MG4P	0.546535434742
SM-3MGPL	SM-3MG4Q	0.547301432848
SM-3MGPL	SM-3MG4R	0.553038627503
SM-3MGPL	SM-3MG4S	0.550296253013
SM-3MGPL	SM-3MG4T	0.54901863499
SM-3MGPL	SM-3MG4U	0.551643163313
SM-3MGPL	SM-3MG4V	0.550607090159
SM-3MGPL	SM-3MG4W	0.546203431401
SM-3MGPL	SM-3MG4X	0.549600355
SM-3MGPL	SM-3MG4Y	0.552316097756
SM-3MGPL	SM-3MG51	0.551760776793
SM-3MGPL	SM-3MG52	0.54633722194
SM-3MGPL	SM-3MG53	0.55524640731
SM-3MGPL	SM-3MG54	0.555820567125
SM-3MGPL	SM-3MG55	0.551173969823
SM-3MGPL	SM-3MG56	0.550025212172
SM-3MGPL	SM-3MG57	0.552567077978
SM-3MGPL	SM-3MG58	0.557493598062
SM-3MGPL	SM-3MG59	0.552366017922
SM-3MGPL	SM-3MG5A	0.553707217098
SM-3MGPL	SM-3MG5B	0.559503704758
SM-3MGPL	SM-3MG5C	0.550674324325
SM-3MGPL	SM-3MG5D	0.555607614486
SM-3MGPL	SM-3MG5E	0.538062297546
SM-3MGPL	SM-3MG5F	0.552775727753
SM-3MGPL	SM-3MG5G	0.558072718581
SM-3MGPL	SM-3MG5H	0.555878118658
SM-3MGPL	SM-3MG5J	0.550370163996
SM-3MGPL	SM-3MG5L	0.555667517439
SM-3MGPL	SM-3MG5M	0.549775457532
SM-3MGPL	SM-3MG5N	0.552404237777
SM-3MGPL	SM-3MG5O	0.557054281135
SM-3MGPL	SM-3MG5P	0.55295901884
SM-3MGPL	SM-3MG5Q	0.555487054385
